S.No,Emp ID,Employee Name,Designation,Department,Business Unit,Employee Status,Training Name,Training Status,Training Type,Training Source,Quarter,Training Start Month,Start Date,End Date,Venue,Overall Training Duration (Planned Hrs)
1032,1032,1032,Technical Lead,IN - Software Development,Technology,Active,SSRS Training,Completed,Technical,Internal,Q3,2025-12-08,2025-12-08,2025-12-08,Virtual,2.0
1033,1033,1033,Software Engineer,IN - Software Development,Technology,Active,SSRS Training,Completed,Technical,Internal,Q3,2025-12-08,2025-12-08,2025-12-08,Virtual,2.0
1034,1034,1034,Technical Specialist,IN - Software Development,Technology,Active,SSRS Training,Completed,Technical,Internal,Q3,2025-12-08,2025-12-08,2025-12-08,Virtual,2.0
1035,1035,1035,Technical Lead,IN - Software Development,Technology,Active,SSRS Training,Completed,Technical,Internal,Q3,2025-12-08,2025-12-08,2025-12-08,Virtual,2.0
1036,1036,1036,Senior Software Engineer,IN - Software Development,Technology,Active,SSRS Training,Completed,Technical,Internal,Q3,2025-12-08,2025-12-08,2025-12-08,Virtual,2.0
1037,1037,1037,Senior Technical Specialist,IN - Software Development,Technology,Active,SSRS Training,Completed,Technical,Internal,Q3,2025-12-08,2025-12-08,2025-12-08,Virtual,2.0
1038,1038,1038,Software Engineer,IN - Software Development,Technology,Active,SSRS Training,Completed,Technical,Internal,Q3,2025-12-08,2025-12-08,2025-12-08,Virtual,2.0
1039,1039,1039,Software Engineer,IN - Software Development,Technology,Active,SSRS Training,Completed,Technical,Internal,Q3,2025-12-08,2025-12-08,2025-12-08,Virtual,2.0
1040,1040,1040,Senior Software Engineer,IN - Software Development,Technology,Active,SSRS Training,Completed,Technical,Internal,Q3,2025-12-08,2025-12-08,2025-12-08,Virtual,2.0
1041,1041,1041,Senior Software Engineer,IN - Software Development,Technology,Active,SSRS Training,Completed,Technical,Internal,Q3,2025-12-08,2025-12-08,2025-12-08,Virtual,2.0
1042,1042,1042,Senior Software Engineer,IN - Software Development,Technology,Active,SSRS Training,Completed,Technical,Internal,Q3,2025-12-08,2025-12-08,2025-12-08,Virtual,2.0
1043,1043,1043,Lead - Functional Consultant,IN - Software Development,Technology,Active,SSRS Training,Completed,Technical,Internal,Q3,2025-12-08,2025-12-08,2025-12-08,Virtual,2.0
1044,1044,1044,Associate Functional Consultant,IN - Software Development,Technology,Active,SSRS Training,Completed,Technical,Internal,Q3,2025-12-08,2025-12-08,2025-12-08,Virtual,2.0
1045,1045,1045,Associate Functional Consultant,IN - Software Development,Technology,Active,SSRS Training,Completed,Technical,Internal,Q3,2025-12-08,2025-12-08,2025-12-08,Virtual,2.0
1046,1046,1046,Software Engineer,IN - Software Development,Technology,Active,SSRS Training,Completed,Technical,Internal,Q3,2025-12-08,2025-12-08,2025-12-08,Virtual,2.0
1047,1047,1047,Executive sheduling,IN - KPO,KPO,Active,Business Communication Skills: Business Writing & Grammar | Udemy,In Progress,Transferrable,Online,Q3,2025-12-08,2025-12-09,2026-01-09,Virtual,19.0
1048,1048,1048,Executive sheduling,IN - KPO,KPO,Active,Business Communication Skills: Business Writing & Grammar | Udemy,In Progress,Transferrable,Online,Q3,2025-12-08,2025-12-09,2026-01-09,Virtual,19.0
1049,1049,1049,Lead - Finance,IN - Finance,Shared Service,Active,"Microsoft Excel - Excel from Beginner to Advanced | Udemy/
Data Visualization in Excel: All Excel Charts and Graphs | Udemy",In Progress,Technical,Online,Q3,2025-12-08,2025-12-09,2026-01-23,Virtual,27.0
1050,1050,1050,Senior Executive - Finance,IN - Finance,Shared Service,Active,"Microsoft Excel - Excel from Beginner to Advanced | Udemy/
Data Visualization in Excel: All Excel Charts and Graphs | Udemy",In Progress,Technical,Online,Q3,2025-12-08,2025-12-09,2026-01-23,Virtual,27.0
1051,1051,1051,Executive - Finance,IN - Finance,Shared Service,Active,"Microsoft Excel - Excel from Beginner to Advanced | Udemy/
Data Visualization in Excel: All Excel Charts and Graphs | Udemy",In Progress,Technical,Online,Q3,2025-12-08,2025-12-09,2026-01-23,Virtual,27.0
1052,1052,1052,Lead - Finance (Invoicing),IN - Finance,Shared Service,Active,"Microsoft Excel - Excel from Beginner to Advanced | Udemy/
Data Visualization in Excel: All Excel Charts and Graphs | Udemy",In Progress,Technical,Online,Q3,2025-12-08,2025-12-09,2026-01-23,Virtual,27.0
1053,1053,1053,Executive - Finance,IN - Finance,Shared Service,Active,"Microsoft Excel - Excel from Beginner to Advanced | Udemy/
Data Visualization in Excel: All Excel Charts and Graphs | Udemy",In Progress,Technical,Online,Q3,2025-12-08,2025-12-09,2026-01-23,Virtual,27.0
1054,1054,1054,Trainee - Finance,IN - Finance,Shared Service,Active,"Microsoft Excel - Excel from Beginner to Advanced | Udemy/
Data Visualization in Excel: All Excel Charts and Graphs | Udemy",In Progress,Technical,Online,Q3,2025-12-08,2025-12-09,2026-01-23,Virtual,27.0
1055,1055,1055,Trainee - Finance,IN - Finance,Shared Service,Active,"Microsoft Excel - Excel from Beginner to Advanced | Udemy/
Data Visualization in Excel: All Excel Charts and Graphs | Udemy",In Progress,Technical,Online,Q3,2025-12-08,2025-12-09,2026-01-23,Virtual,27.0
1056,1056,1056,Lead - Functional Consultant,IN - Software Development,Technology,Active,Project Management Concepts,Completed,Technical,Internal,Q3,2025-12-08,2025-12-11,2025-12-11,Training Roon - First Floor/Virtual,1.0
1057,1057,1057,Practice Manager - Salesforce,IN - Salesforce,Venkata Siva Ravi Prasad Yendamuri,Active,Project Management Concepts,Completed,Technical,Internal,Q3,2025-12-08,2025-12-11,2025-12-11,Training Roon - First Floor/Virtual,1.0
1058,1058,1058,Lead - Project Management,IN - PMO,Mahalakshmi Venkatachalam,Active,Project Management Concepts,Completed,Technical,Internal,Q3,2025-12-08,2025-12-11,2025-12-11,Training Roon - First Floor/Virtual,1.0
1059,1059,1059,Executive - Portal Support,IN - PMO,Mahalakshmi Venkatachalam,Active,Project Management Concepts,Completed,Technical,Internal,Q3,2025-12-08,2025-12-11,2025-12-11,Training Roon - First Floor/Virtual,1.0
1060,1060,1060,Senior Executive - Process Quality,IN - PMO,Mahalakshmi Venkatachalam,Active,Project Management Concepts,Completed,Technical,Internal,Q3,2025-12-08,2025-12-11,2025-12-11,Training Roon - First Floor/Virtual,1.0
1061,1061,1061,Program Manager - PMO & QA,IN - PMO,Chandramohan Parlapalli,Active,Project Management Concepts,Completed,Technical,Internal,Q3,2025-12-08,2025-12-11,2025-12-11,Training Roon - First Floor/Virtual,1.0
1062,1062,1062,Program Manager,IN - Salesforce,Venkata Siva Ravi Prasad Yendamuri,Active,Project Management Concepts,Completed,Technical,Internal,Q3,2025-12-08,2025-12-11,2025-12-11,Training Roon - First Floor/Virtual,1.0
1063,1063,1063,Senior Technical Data Specialist,IN - Software Development,Mukund Kumar Bhavirisetti,Active,Project Management Concepts,Completed,Technical,Internal,Q3,2025-12-08,2025-12-11,2025-12-11,Training Roon - First Floor/Virtual,1.0
1064,1064,1064,Technical Lead,IN - Software Development,Kalasree Sreedharan,Active,Project Management Concepts,Completed,Technical,Internal,Q3,2025-12-08,2025-12-11,2025-12-11,Training Roon - First Floor/Virtual,1.0
1065,1065,1065,Lead Trainer,IN - HR,Shared Service,Active,AI Starter Masterclass,Completed,Technical,Online,Q3,2025-12-08,2025-12-20,2025-12-20,Virtual,2.0
1066,1066,1066,Team Lead - KPO Operations,IN - KPO,KPO,Active,Leadership Mindset Program,Completed,Transferrable,Internal,Q3,2025-12-08,2025-12-23,2025-12-23,Main Conference Room,1.0
1067,1067,1067,Team Lead - KPO Operations,IN - KPO,KPO,Active,Leadership Mindset Program,Completed,Transferrable,Internal,Q3,2025-12-08,2025-12-23,2025-12-23,Main Conference Room,1.0
1068,1068,1068,Team Lead - KPO Operations,IN - KPO,KPO,Active,Leadership Mindset Program,Completed,Transferrable,Internal,Q3,2025-12-08,2025-12-23,2025-12-23,Main Conference Room,1.0
1069,1069,1069,Team Lead - KPO Operations,IN - KPO,KPO,Active,Leadership Mindset Program,Completed,Transferrable,Internal,Q3,2025-12-08,2025-12-23,2025-12-23,Main Conference Room,1.0
1070,1070,1070,Lead - TA (Staffing),IN - Staffing,Shared Service,Active,Leadership Mindset Program,Completed,Transferrable,Internal,Q3,2025-12-08,2025-12-23,2025-12-23,Main Conference Room,1.0
1071,1071,1071,Lead - IT,IN -IT,Shared Service,Active,Leadership Mindset Program,Completed,Transferrable,Internal,Q3,2025-12-08,2025-12-23,2025-12-23,Main Conference Room,1.0
1072,1072,1072,Technical Lead,IN - Software Development,Technology,Active,Leadership Mindset Program,Completed,Transferrable,Internal,Q3,2025-12-08,2025-12-23,2025-12-23,Main Conference Room,1.0
1073,1073,1073,Intern - Finance,IN - Finance,Shared Service,Active,Prompt Engineering Workshop for Finance Team,Completed,Transferrable,Internal,Q3,2025-12-08,2025-12-29,2025-12-30,Virtual,3.0
1074,1074,1074,Intern - Finance,IN - Finance,Shared Service,Active,Prompt Engineering Workshop for Finance Team,Completed,Transferrable,Internal,Q3,2025-12-08,2025-12-29,2025-12-30,Virtual,3.0
1075,1075,1075,Senior Manager - Finance,IN - Finance,Shared Service,Active,Prompt Engineering Workshop for Finance Team,Completed,Transferrable,Internal,Q3,2025-12-08,2025-12-29,2025-12-30,Virtual,3.0
1076,1076,1076,Lead - Finance (Invoicing),IN - Finance,Shared Service,Active,Prompt Engineering Workshop for Finance Team,Completed,Transferrable,Internal,Q3,2025-12-08,2025-12-29,2025-12-30,Virtual,3.0
1077,1077,1077,Lead - Finance (India),IN - Finance,Shared Service,Active,Prompt Engineering Workshop for Finance Team,Completed,Transferrable,Internal,Q3,2025-12-08,2025-12-29,2025-12-30,Virtual,3.0
1078,1078,1078,Trainee - Finance,IN - Finance,Shared Service,Active,Prompt Engineering Workshop for Finance Team,Completed,Transferrable,Internal,Q3,2025-12-08,2025-12-29,2025-12-30,Virtual,3.0
1079,1079,1079,Trainee - Finance,IN - Finance,Shared Service,Active,Prompt Engineering Workshop for Finance Team,Completed,Transferrable,Internal,Q3,2025-12-08,2025-12-29,2025-12-30,Virtual,3.0
1080,1080,1080,Executive - Finance,IN - Finance,Shared Service,Active,Prompt Engineering Workshop for Finance Team,Completed,Transferrable,Internal,Q3,2025-12-08,2025-12-29,2025-12-30,Virtual,3.0
1081,1081,1081,Senior Executive - Finance,IN - Finance,Shared Service,Active,Prompt Engineering Workshop for Finance Team,Completed,Transferrable,Internal,Q3,2025-12-08,2025-12-29,2025-12-30,Virtual,3.0
1082,1082,1082,VP - Finance,IN - Finance,Shared Service,Active,Prompt Engineering Workshop for Finance Team,Completed,Transferrable,Internal,Q3,2025-12-08,2025-12-29,2025-12-30,Virtual,1.5
1083,1083,1083,Company Secretary,IN - Finance,Shared Service,Active,Prompt Engineering Workshop for Finance Team,Completed,Transferrable,Internal,Q3,2025-12-08,2025-12-29,2025-12-30,Virtual,1.5
1084,1084,1084,Executive - Designer ,IN- Marketing,Sales & Marketing,Active,Learn Adobe Premiere Pro and After Effects ASAP | Udemy,In Progress,Technical,Online,Q4,2026-01-01,2026-01-06,2026-01-16,Virtual,4.3
1085,1085,1085,Data Lead,IN - Software Development,Technology,Active,Project Management Concepts,Completed,Technical,Internal,Q4,2026-01-01,2026-01-05,2026-01-05,Training Roon - First Floor/Virtual,1.0
1086,1086,1086,Practice Manager - Salesforce,IN - Salesforce,Technology,Active,Project Management Concepts,Completed,Technical,Internal,Q4,2026-01-01,2026-01-05,2026-01-05,Training Roon - First Floor/Virtual,1.0
1087,1087,1087,Executive - Project Management,IN - PMO,Technology,Active,Project Management Concepts,Completed,Technical,Internal,Q4,2026-01-01,2026-01-05,2026-01-05,Training Roon - First Floor/Virtual,1.0
1088,1088,1088,Executive - Project Management,IN - PMO,Technology,Active,Project Management Concepts,Completed,Technical,Internal,Q4,2026-01-01,2026-01-05,2026-01-05,Training Roon - First Floor/Virtual,1.0
1089,1089,1089,Technical Lead,IN - Software Development,Technology,Active,Project Management Concepts,Completed,Technical,Internal,Q4,2026-01-01,2026-01-05,2026-01-05,Training Roon - First Floor/Virtual,1.0
1090,1090,1090,Program Manager,IN - Software Development,Technology,Active,Project Management Concepts,Completed,Technical,Internal,Q4,2026-01-01,2026-01-05,2026-01-05,Training Roon - First Floor/Virtual,1.0
1091,1091,1091,Senior Technical Data Specialist,IN - Software Development,Technology,Active,Project Management Concepts,Completed,Technical,Internal,Q4,2026-01-01,2026-01-05,2026-01-05,Training Roon - First Floor/Virtual,1.0
1092,1092,1092,Technical Lead,IN - Software Development,Technology,Active,Project Management Concepts,Completed,Technical,Internal,Q4,2026-01-01,2026-01-05,2026-01-05,Training Roon - First Floor/Virtual,1.0
1093,1093,1093,Lead - Project Management,IN - PMO,Technology,Active,Project Management Concepts,Completed,Technical,Internal,Q4,2026-01-01,2026-01-05,2026-01-05,Training Roon - First Floor/Virtual,1.0
1094,1094,1094,Program Manager,IN - Salesforce,Technology,Active,Project Management Concepts,Completed,Technical,Internal,Q4,2026-01-01,2026-01-05,2026-01-05,Training Roon - First Floor/Virtual,1.0
1095,1095,1095,Lead - Functional Consultant,IN - Software Development,Technology,Active,Project Management Concepts,Completed,Technical,Internal,Q4,2026-01-01,2026-01-05,2026-01-05,Training Roon - First Floor/Virtual,1.0
1096,1096,1096,System Admin – Azure Infrastructure,IN - Software Development,Technology,Active,Project Management Concepts,Completed,Technical,Internal,Q4,2026-01-01,2026-01-05,2026-01-05,Training Roon - First Floor/Virtual,1.0
1097,1097,1097,Senior Manager - Finance,IN - Finance,Shared Service,Active,"Microsoft Excel - Excel from Beginner to Advanced | Udemy
Data Visualization in Excel: All Excel Charts and Graphs | Udemy",In Progress,Technical,Online,Q4,2026-01-01,2026-01-21,2026-02-27,Virtual,27.0
1098,1098,1098,Team Lead - KPO Operations,IN - KPO,KPO,Active,Leadership Mindset Program,Completed,Transferrable,Internal,Q4,2026-01-01,2026-01-20,2026-01-20,Main Conference Room,1.0
1099,1099,1099,Team Lead - KPO Operations,IN - KPO,KPO,Active,Leadership Mindset Program,Completed,Transferrable,Internal,Q4,2026-01-01,2026-01-20,2026-01-20,Main Conference Room,1.0
1100,1100,1100,Team Lead - KPO Operations,IN - KPO,KPO,Active,Leadership Mindset Program,Completed,Transferrable,Internal,Q4,2026-01-01,2026-01-20,2026-01-20,Main Conference Room,1.0
1101,1101,1101,Team Lead - KPO Operations,IN - KPO,KPO,Active,Leadership Mindset Program,Completed,Transferrable,Internal,Q4,2026-01-01,2026-01-20,2026-01-20,Main Conference Room,1.0
1102,1102,1102,Lead - TA (Staffing),IN - Staffing,Shared Service,Active,Leadership Mindset Program,Completed,Transferrable,Internal,Q4,2026-01-01,2026-01-20,2026-01-20,Main Conference Room,1.0
1103,1103,1103,Lead - Finance (India),IN - Finance,Shared Service,Active,Leadership Mindset Program,Completed,Transferrable,Internal,Q4,2026-01-01,2026-01-20,2026-01-20,Main Conference Room,1.0
1104,1104,1104,Technical Lead,IN - Software Development,Technology,Active,Leadership Mindset Program,Completed,Transferrable,Internal,Q4,2026-01-01,2026-01-20,2026-01-20,Main Conference Room,1.0
1105,1105,1105,Salesforce Technical Specialist,IN - Salesforce,Technology,Active,MCP Masterclass: Complete Guide to MCP in Python [2025] | Udemy,In Progress,Technical,Online,Q4,2026-01-01,2026-01-28,2026-02-06,Online,8.0
1106,1106,1106,Salesforce Technical Specialist,IN - Salesforce,Technology,Active,MCP Masterclass: Complete Guide to MCP in Python [2025] | Udemy,In Progress,Technical,Online,Q4,2026-01-01,2026-01-28,2026-02-06,Online,8.0
1107,1107,1107,Salesforce Technical Specialist,IN - Salesforce,Technology,Active,Complete Data Structure and Algorithms Course in Python | Udemy,Scheduled,Technical,Online,Q4,2026-03-01,2026-03-31,2026-05-29,Online,71.0
1108,1108,1108,Salesforce Technical Specialist,IN - Salesforce,Technology,Active,"Salesforce Lifecycle & Deployment Architect (CI/CD, DevOps)",In Progress,Technical,Online,Q4,2026-01-01,2026-01-23,2026-01-30,Online,4.0
1109,1109,1109,Salesforce Technical Specialist,IN - Salesforce,Technology,Active,Salesforce Design Patterns,Scheduled,Technical,Online,Q4,2026-02-01,2026-02-16,2026-03-02,Online,11.0
1110,1110,1110,Salesforce Technical Specialist,IN - Salesforce,Technology,Active,Mastering Salesforce Integration: Novice to Professional,Scheduled,Technical,Online,Q4,2026-02-01,2026-02-16,2026-03-30,Online,56.0
1111,1111,1111,Salesforce Technical Specialist,IN - Salesforce,Technology,Active,The Complete Python Developer,In Progress,Technical,Online,Q4,2026-01-01,2026-01-23,2026-03-09,Online,30.5
1112,1112,1112,Salesforce Developer,IN - Salesforce,Technology,Active,The Complete Python Developer,In Progress,Technical,Online,Q4,2026-01-01,2026-01-23,2026-03-09,Online,30.5
1113,1113,1113,Technical Lead - Salesforce,IN - Salesforce,Technology,Active,The Complete Python Developer,In Progress,Technical,Online,Q4,2026-01-01,2026-01-23,2026-03-09,Online,30.5
1114,1114,1114,Salesforce Technical Specialist,IN - Salesforce,Technology,Active,The Complete Python Developer,In Progress,Technical,Online,Q4,2026-01-01,2026-01-23,2026-03-09,Online,30.5
1115,1115,1115,Salesforce Technical Specialist,IN - Salesforce,Technology,Active,Salesforce Certified Sharing and Visibility Architect Course,In Progress,Technical,Online,Q4,2026-01-01,2026-01-23,2026-02-06,Online,8.5
1116,1116,1116,Executive - Designer,IN- Marketing,Sales & Marketing,Active,Adobe Premiere Pro for Beginners | Coursera,In Progress,Technical,Online,Q4,2026-01-01,2026-01-29,2026-02-20,Online,16.0
1117,1117,1117,Account Lead - KPO Operations,IN - KPO,KPO,Active,Microsoft Business Analyst Professional Certificate | Coursera,In Progress,Transferrable,Online,Q4,2026-01-01,2026-01-29,2026-02-27,Online,117.0
1118,1118,1118,Technical Specialist,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning Bootcamp,In Progress,Technical,Online,Q4,2026-02-01,2026-02-05,2026-02-10,Online,25.0
1119,1119,1119,Software Engineer,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning Bootcamp,In Progress,Technical,Online,Q4,2026-02-01,2026-02-05,2026-02-10,Online,25.0
1120,1120,1120,Technical Lead,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning Bootcamp,In Progress,Technical,Online,Q4,2026-02-01,2026-02-05,2026-02-10,Online,25.0
1121,1121,1121,Technical Lead,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning Bootcamp,In Progress,Technical,Online,Q4,2026-02-01,2026-02-05,2026-02-10,Online,25.0
1122,1122,1122,Senior Technical Specialist,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning Bootcamp,In Progress,Technical,Online,Q4,2026-02-01,2026-02-05,2026-02-10,Online,25.0
1123,1123,1123,Senior Test Engineer,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning Bootcamp,In Progress,Technical,Online,Q4,2026-02-01,2026-02-05,2026-02-10,Online,25.0
1124,1124,1124,Technical Lead,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning Bootcamp,In Progress,Technical,Online,Q4,2026-02-01,2026-02-05,2026-02-10,Online,25.0
1125,1125,1125,Senior Technical Specialist,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning Bootcamp,In Progress,Technical,Online,Q4,2026-02-01,2026-02-05,2026-02-10,Online,25.0
1126,1126,1126,Senior Software Engineer,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning Bootcamp,In Progress,Technical,Online,Q4,2026-02-01,2026-02-05,2026-02-10,Online,25.0
1127,1127,1127,Technical Manager,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning Bootcamp,In Progress,Technical,Online,Q4,2026-02-01,2026-02-05,2026-02-10,Online,25.0
1128,1128,1128,Technical Specialist,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning Bootcamp,In Progress,Technical,Online,Q4,2026-02-01,2026-02-05,2026-02-10,Online,25.0
1129,1129,1129,Trainee - Test Engineer,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning Bootcamp,In Progress,Technical,Online,Q4,2026-02-01,2026-02-05,2026-02-10,Online,25.0
1130,1130,1130,Senior Software Engineer,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning Bootcamp,In Progress,Technical,Online,Q4,2026-02-01,2026-02-05,2026-02-10,Online,25.0
1131,1131,1131,Senior Technical Specialist,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning Bootcamp,In Progress,Technical,Online,Q4,2026-02-01,2026-02-05,2026-02-10,Online,25.0
1132,1132,1132,Principal Architect - Integration,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning Bootcamp,In Progress,Technical,Online,Q4,2026-02-01,2026-02-05,2026-02-10,Online,25.0
1133,1133,1133,Integration Engineer,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning Bootcamp,In Progress,Technical,Online,Q4,2026-02-01,2026-02-05,2026-02-10,Online,25.0
1134,1134,1134,AVP - Enterprise Integration,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning Bootcamp,In Progress,Technical,Online,Q4,2026-02-01,2026-02-05,2026-02-10,Online,25.0
1135,1135,1135,Technical Specialist,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning - Session 1,Completed,Technical,Internal,Q4,2026-02-01,2026-02-11,2026-02-11,Virtual,2.0
1136,1136,1136,Software Engineer,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning - Session 1,Completed,Technical,Internal,Q4,2026-02-01,2026-02-11,2026-02-11,Virtual,2.0
1137,1137,1137,Technical Lead,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning - Session 1,Completed,Technical,Internal,Q4,2026-02-01,2026-02-11,2026-02-11,Virtual,2.0
1138,1138,1138,Technical Lead,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning - Session 1,Completed,Technical,Internal,Q4,2026-02-01,2026-02-11,2026-02-11,Virtual,2.0
1139,1139,1139,Senior Technical Specialist,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning - Session 1,Completed,Technical,Internal,Q4,2026-02-01,2026-02-11,2026-02-11,Virtual,2.0
1140,1140,1140,Senior Test Engineer,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning - Session 1,Completed,Technical,Internal,Q4,2026-02-01,2026-02-11,2026-02-11,Virtual,2.0
1141,1141,1141,Technical Lead,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning - Session 1,Completed,Technical,Internal,Q4,2026-02-01,2026-02-11,2026-02-11,Virtual,2.0
1142,1142,1142,Senior Technical Specialist,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning - Session 1,Completed,Technical,Internal,Q4,2026-02-01,2026-02-11,2026-02-11,Virtual,2.0
1143,1143,1143,Senior Software Engineer,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning - Session 1,Completed,Technical,Internal,Q4,2026-02-01,2026-02-11,2026-02-11,Virtual,2.0
1144,1144,1144,Technical Manager,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning - Session 1,Completed,Technical,Internal,Q4,2026-02-01,2026-02-11,2026-02-11,Virtual,2.0
1145,1145,1145,Technical Specialist,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning - Session 1,Completed,Technical,Internal,Q4,2026-02-01,2026-02-11,2026-02-11,Virtual,2.0
1146,1146,1146,Trainee - Test Engineer,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning - Session 1,Completed,Technical,Internal,Q4,2026-02-01,2026-02-11,2026-02-11,Virtual,2.0
1147,1147,1147,Senior Software Engineer,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning - Session 1,Completed,Technical,Internal,Q4,2026-02-01,2026-02-11,2026-02-11,Virtual,2.0
1148,1148,1148,Senior Technical Specialist,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning - Session 1,Completed,Technical,Internal,Q4,2026-02-01,2026-02-11,2026-02-11,Virtual,2.0
1149,1149,1149,Principal Architect - Integration,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning - Session 1,Completed,Technical,Internal,Q4,2026-02-01,2026-02-11,2026-02-11,Virtual,2.0
1150,1150,1150,Integration Engineer,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning - Session 1,Completed,Technical,Internal,Q4,2026-02-01,2026-02-11,2026-02-11,Virtual,2.0
1151,1151,1151,AVP - Enterprise Integration,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning - Session 1,Completed,Technical,Internal,Q4,2026-02-01,2026-02-11,2026-02-11,Virtual,2.0
1152,1152,1152,Technical Specialist,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning - Session 2,Scheduled,Technical,Internal,Q4,2026-02-01,2026-02-26,2026-02-26,Virtual,2.0
1153,1153,1153,Software Engineer,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning - Session 2,Scheduled,Technical,Internal,Q4,2026-02-01,2026-02-26,2026-02-26,Virtual,2.0
1154,1154,1154,Technical Lead,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning - Session 2,Scheduled,Technical,Internal,Q4,2026-02-01,2026-02-26,2026-02-26,Virtual,2.0
1155,1155,1155,Technical Lead,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning - Session 2,Scheduled,Technical,Internal,Q4,2026-02-01,2026-02-26,2026-02-26,Virtual,2.0
1156,1156,1156,Senior Technical Specialist,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning - Session 2,Scheduled,Technical,Internal,Q4,2026-02-01,2026-02-26,2026-02-26,Virtual,2.0
1157,1157,1157,Senior Test Engineer,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning - Session 2,Scheduled,Technical,Internal,Q4,2026-02-01,2026-02-26,2026-02-26,Virtual,2.0
1158,1158,1158,Technical Lead,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning - Session 2,Scheduled,Technical,Internal,Q4,2026-02-01,2026-02-26,2026-02-26,Virtual,2.0
1159,1159,1159,Senior Technical Specialist,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning - Session 2,Scheduled,Technical,Internal,Q4,2026-02-01,2026-02-26,2026-02-26,Virtual,2.0
1160,1160,1160,Senior Software Engineer,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning - Session 2,Scheduled,Technical,Internal,Q4,2026-02-01,2026-02-26,2026-02-26,Virtual,2.0
1161,1161,1161,Technical Manager,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning - Session 2,Scheduled,Technical,Internal,Q4,2026-02-01,2026-02-26,2026-02-26,Virtual,2.0
1162,1162,1162,Technical Specialist,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning - Session 2,Scheduled,Technical,Internal,Q4,2026-02-01,2026-02-26,2026-02-26,Virtual,2.0
1163,1163,1163,Trainee - Test Engineer,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning - Session 2,Scheduled,Technical,Internal,Q4,2026-02-01,2026-02-26,2026-02-26,Virtual,2.0
1164,1164,1164,Senior Software Engineer,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning - Session 2,Scheduled,Technical,Internal,Q4,2026-02-01,2026-02-26,2026-02-26,Virtual,2.0
1165,1165,1165,Senior Technical Specialist,IN - Software Development,Technology,Active,Python for Data Science and Machine Learning - Session 2,Scheduled,Technical,Internal,Q4,2026-02-01,2026-02-26,2026-02-26,Virtual,2.0
1166,1166,1166,Executive - Finance,IN - Finance,Shared Service,Active,Microsoft Copilot Bootcamp - Microsoft 365 Copilot Training,In Progress,Technical,Online,Q4,2026-02-01,2026-02-09,2026-02-20,Online,2.5
1167,1167,1167,Trainee - Finance,IN - Finance,Shared Service,Active,Microsoft Copilot Bootcamp - Microsoft 365 Copilot Training,In Progress,Technical,Online,Q4,2026-02-01,2026-02-09,2026-02-20,Online,2.5
